영역,진입 HTML ID,버튼명,판정,뷰어 URL,앱 진입 경로,이동 경로,경로가 정확히 일치하는 기존 HTML ID,관찰된 옵션,비고,재현 컨트롤 키
선적,shipment-review,Nordic 원자재 부산항 수입,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|Nordic 원자재 부산항 수입|BL_CMDU26062541.pdfNordic 원자재 부산항 수입원문 ETD 날짜 오류확인 필요운영 날짜 검토|1
선적,shipment-review,싱가포르 구리 스크랩 매입,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|싱가포르 구리 스크랩 매입|BL_ONEY26062973_R2.pdf싱가포르 구리 스크랩 매입추적 중인 컨테이너 번호와 불일치확인 필요연결 검토|1
선적,shipment-review,연결 검토,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|연결 검토|BL_ONEY26062973_R2.pdf싱가포르 구리 스크랩 매입추적 중인 컨테이너 번호와 불일치확인 필요연결 검토|1
선적,shipment-review,HMM Green 재생 알루미늄 수입,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|HMM Green 재생 알루미늄 수입|BL_HLCU26071125.pdfHMM Green 재생 알루미늄 수입원문 확정 취소 · 재확인 필요확인 필요연결 검토|1
선적,shipment-review,일본 내륙운송 발주,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|일본 내륙운송 발주|BL_NYKS26071307.pdf일본 내륙운송 발주이전 반영 실패 · 재반영 대기반영 대기다시 반영|1
선적,shipment-review,SNAP 0장,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|SNAP 0장|MSC26062077MSCU 8425510Singapore → BusanMSC Clara2026.06.28 / 2026.07.08ETA 기준증거 없음SNAP 0장지연 조치|1
선적,shipment-review,조치,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|조치|MSC26062077MSCU 8425510Singapore → BusanMSC Clara2026.06.28 / 2026.07.08ETA 기준증거 없음SNAP 0장지연 조치|1
선적,shipment-review,SNAP 5장,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|SNAP 5장|COS26070134COSU 2214870Qingdao → IncheonCOSCO Star2026.07.01 / 2026.07.06ETA 기준서류 완료SNAP 5장도착확인|1
선적,shipment-review,확인,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|확인|COS26070134COSU 2214870Qingdao → IncheonCOSCO Star2026.07.01 / 2026.07.06ETA 기준서류 완료SNAP 5장도착확인|1
선적,shipment-review,SNAP 6장,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|SNAP 6장|EGLV26063061EGHU 6021498Laem Chabang → BusanEver Balance2026.06.30 / 2026.07.14ETA 기준서류 완료SNAP 6장도착확인|1
선적,shipment-review,SNAP 8장,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|SNAP 8장|HMM014W2607HMMU 7820194Busan → HamburgHMM Green2026.07.20 / 2026.08.03ETA 기준B/L 확인SNAP 8장운송 중확인|1
선적,shipment-review,SNAP 3장,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|SNAP 3장|ONE26070819ONEU 1083275Shanghai → IncheonONE Harmony2026.07.10 / 2026.07.15ETA 기준B/L 누락SNAP 3장도착 임박확인|1
선적,shipment-review,페이지당,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|페이지당||1
문서 올리기,document-retried,수정 필요,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-retried,/erp/documents/upload/ArrivalNotice_014W.pdf/review,/erp/documents/upload/ArrivalNotice_014W.pdf/review,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|수정 필요||1
문서 올리기,document-retried,필드 변경 이력AI 최초 추출 포함,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-retried,/erp/documents/upload/ArrivalNotice_014W.pdf/review,/erp/documents/upload/ArrivalNotice_014W.pdf/review,,,,BUTTON|필드 변경 이력AI 최초 추출 포함||1
거래,deal-dl-260701-09,이전 확인 항목,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260701-09,/erp/deals/DL-260701-09,/erp/deals/DL-260701-09,,,,BUTTON|이전 확인 항목||1
거래,deal-dl-260701-09,다음 확인 항목,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260701-09,/erp/deals/DL-260701-09,/erp/deals/DL-260701-09,,,,BUTTON|다음 확인 항목||1
거래,deal-dl-260701-09,확인하기,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260701-09,/erp/deals/DL-260701-09,/erp/deals/DL-260701-09,,,,BUTTON|확인하기||1
거래,deal-dl-260701-09,문서 보기,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260701-09,/erp/deals/DL-260701-09,/erp/deals/DL-260701-09,,,,BUTTON|문서 보기||1
거래,deal-dl-260701-09,허용,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260701-09,/erp/deals/DL-260701-09,/erp/deals/DL-260701-09,,,,BUTTON|허용||1
거래,deal-dl-260701-09,노트 수정,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260701-09,/erp/deals/DL-260701-09,/erp/deals/DL-260701-09,,,,BUTTON|노트 수정||1
거래,deal-dl-260701-09,노트 삭제,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260701-09,/erp/deals/DL-260701-09,/erp/deals/DL-260701-09,,,,BUTTON|노트 삭제||1
거래,deal-dl-260701-09,활동 이력거래에서 수정된 모든 내역보기,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260701-09,/erp/deals/DL-260701-09,/erp/deals/DL-260701-09,,,,BUTTON|활동 이력거래에서 수정된 모든 내역보기||1
거래,deal-dl-260704-02,기록,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260704-02,/erp/deals/DL-260704-02,/erp/deals,deals; deals-action-01; deals-action-02; deals-action-03; deals-action-04; deals-action-05; deals-action-06; deals-action-07; deals-action-08; deals-action-09; deals-action-10; deals-action-11; deals-action-12; deals-action-13; deals-action-14; deals-action-15; deals-action-16; deals-action-17; deals-action-18; deals-action-19; deals-action-20,,,BUTTON|기록||1
거래,deal-dl-260704-02,거래 담당자,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260704-02,/erp/deals/DL-260704-02,/erp/deals/DL-260704-02,,조민영; 박서윤; 김도현; 미배정,,BUTTON|거래 담당자||1
거래,deal-dl-260704-02,공유 대상 2명,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260704-02,/erp/deals/DL-260704-02,/erp/deals/DL-260704-02,,,,BUTTON|공유 대상 2명||1
거래,deal-dl-260704-02,거래번호 수정,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260704-02,/erp/deals/DL-260704-02,/erp/deals/DL-260704-02,,,,BUTTON|거래번호 수정||1
거래,deal-dl-260704-02,리스크 개요 보기,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260704-02,/erp/deals/DL-260704-02,/erp/deals/DL-260704-02,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|리스크 개요 보기||1
거래,deal-dl-260704-02,09:30 기준,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260704-02,/erp/deals/DL-260704-02,/erp/deals/DL-260704-02,,,,BUTTON|09:30 기준||1
거래,deal-dl-260704-02,노트 추가,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260704-02,/erp/deals/DL-260704-02,/erp/deals/DL-260704-02,,,,BUTTON|노트 추가||1
거래,deal-dl-260704-02,이 거래로 문서 올리기,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260704-02,/erp/deals/DL-260704-02,/erp/documents/upload,document-upload; document-upload-action-02; document-upload-action-03; document-upload-action-04; document-upload-action-05; document-upload-action-06; document-upload-action-07; document-upload-action-08; document-upload-action-09; document-upload-action-10; document-upload-action-11; document-upload-action-12,,,BUTTON|이 거래로 문서 올리기||1
거래,deal-dl-260704-02,이 거래로 문서 만들기,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260704-02,/erp/deals/DL-260704-02,/erp/deals/DL-260704-02,,,,BUTTON|이 거래로 문서 만들기||1
거래,deal-dl-260704-02,요약,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260704-02,/erp/deals/DL-260704-02,/erp/deals/DL-260704-02,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|요약||1
거래,deal-dl-260704-02,상세,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260704-02,/erp/deals/DL-260704-02,/erp/deals/DL-260704-02,,,,BUTTON|상세||1
거래,deal-dl-260704-02,주문·선적,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260704-02,/erp/deals/DL-260704-02,/erp/deals/DL-260704-02,,,,BUTTON|주문·선적||1
거래,deal-dl-260704-02,관계자,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260704-02,/erp/deals/DL-260704-02,/erp/deals/DL-260704-02,,,,BUTTON|관계자||1
거래,deal-dl-260625-07,문서 고객 전달1,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260625-07,/erp/deals/DL-260625-07,/erp/deals/DL-260625-07,,,,BUTTON|문서 고객 전달1||1
거래,deal-dl-260708-01,문서 고객 전달3,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260708-01,/erp/deals/DL-260708-01,/erp/deals/DL-260708-01,,,,BUTTON|문서 고객 전달3||1
결산 리포트,reports-action-14,누락 문서 확인 완료,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=reports-action-14,/erp/reports,/erp/reports,,,,BUTTON|누락 문서 확인 완료||1
문서 만들기,document-create-pi,AI 서류 처리,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=document-create-pi,/erp/documents/create,/erp/home,home; workspace-menu; product-menu; profile-menu; home-action-01; home-action-02; home-action-03; home-action-04; home-action-05; home-action-06; home-action-07; home-action-08,,,BUTTON|AI 서류 처리||1
문서 만들기,document-create-pi,문서 유형,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-create-pi,/erp/documents/create,/erp/documents/create,,,,BUTTON|문서 유형||1
문서 만들기,document-create-pi,문서함,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-create-pi,/erp/documents/create,/erp/documents/create,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|문서함||1
문서 만들기,document-create-pi,매출계약서_안심찬.pdf최근 문서 · 6개 필드 · 거래처 ACME GmbH · 조건 CIF Hamburg,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-create-pi,/erp/documents/create,/erp/documents/create,,,,BUTTON|매출계약서_안심찬.pdf최근 문서 · 6개 필드 · 거래처 ACME GmbH · 조건 CIF Hamburg||1
문서 만들기,document-create-pi,품목 1 단위,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=document-create-pi,/erp/documents/create,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|품목 1 단위|직접입력MT자동 계산 삭제|1
선적,shipment-completed,확인 필요 4,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-completed,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|확인 필요 4||1
선적,shipment-completed,반영 완료 3,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-completed,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|반영 완료 3||1
설정,settings-action-05,새 Organization,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-05,/erp/settings,/erp/settings?section=organizations,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|새 Organization||1
설정,settings-action-05,한빛무역OWNER · 활성 제품 Trade OS · SNAP전환,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-05,/erp/settings,/erp/settings?section=organizations,,,,BUTTON|한빛무역OWNER · 활성 제품 Trade OS · SNAP전환||1
설정,settings-action-05,ECOYA Demo Co.현재 조직MEMBER · 활성 제품 Trade OS사용 중,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-05,/erp/settings,/erp/settings?section=organizations,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|ECOYA Demo Co.현재 조직MEMBER · 활성 제품 Trade OS사용 중||1
설정,settings-action-05,거절,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-05,/erp/settings,/erp/settings?section=organizations,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|거절||1
설정,settings-action-05,수락,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-05,/erp/settings,/erp/settings?section=organizations,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|수락||1
설정,settings-action-06,조직 정보 저장,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-06,/erp/settings,/erp/settings?section=organization,,,,BUTTON|조직 정보 저장||1
설정,settings-action-07,멤버 초대,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-07,/erp/settings,/erp/settings?section=members,,,,BUTTON|멤버 초대||1
설정,settings-action-07,ADMIN,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-07,/erp/settings,/erp/settings?section=members,,OWNER; ADMIN; MEMBER,,BUTTON|ADMIN||1
설정,settings-action-07,접근 관리,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-07,/erp/settings,/erp/settings?section=members,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|접근 관리||2
설정,settings-action-07,MEMBER,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-07,/erp/settings,/erp/settings?section=members,,OWNER; ADMIN; MEMBER,,BUTTON|MEMBER||1
설정,settings-action-07,초대 이메일 발송,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-07,/erp/settings,/erp/settings?section=members,,,,BUTTON|초대 이메일 발송||1
설정,settings-action-07,링크 복사,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-07,/erp/settings,/erp/settings?section=members,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|링크 복사||1
설정,settings-action-07,다시 보내기,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-07,/erp/settings,/erp/settings?section=members,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|다시 보내기||1
설정,settings-action-08,새로고침,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-08,/erp/settings,/erp/settings?section=products,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|새로고침||1
설정,settings-action-08,플랜 보기,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-08,/erp/settings,/erp/settings?section=products,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|플랜 보기||1
설정,settings-action-09,결제 관리 열기,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-09,/erp/settings,/erp/settings?section=billing,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|결제 관리 열기||1
설정,settings-action-10,브랜딩 저장,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-10,/erp/settings,/erp/settings?section=trade-defaults,,,,BUTTON|브랜딩 저장||1
설정,settings-action-10,재인증 후 변경,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-10,/erp/settings,/erp/settings?section=trade-defaults,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|재인증 후 변경||1
설정,settings-action-11,주소 복사,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-11,/erp/settings,/erp/settings?section=trade-email,,,,BUTTON|주소 복사||1
설정,settings-action-12,가져오기,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-12,/erp/settings,/erp/settings?section=trade-counterparty-import,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|가져오기||1
설정,settings-action-14,별칭 추가,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-14,/erp/settings,/erp/settings?section=trade-aliases,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|별칭 추가||1
설정,settings-action-14,병합 영향 미리보기,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-14,/erp/settings,/erp/settings?section=trade-aliases,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|병합 영향 미리보기||1
설정,settings-action-15,제품 및 구독 보기,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-15,/erp/settings,/erp/settings?section=trade-usage,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|제품 및 구독 보기||1
설정,settings-action-19,대한민국,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-19,/erp/settings,/erp/settings?section=snap-data,,대한민국; 싱가포르; 유럽 연합,,BUTTON|대한민국||1
설정,settings-action-19,데이터 정책 저장,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-19,/erp/settings,/erp/settings?section=snap-data,,,,BUTTON|데이터 정책 저장||1
설정,settings-action-19,조직 데이터 내보내기,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-19,/erp/settings,/erp/settings?section=snap-data,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|조직 데이터 내보내기||1
설정,settings-action-19,감사 로그 보기,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-action-19,/erp/settings,/erp/settings?section=snap-data,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|감사 로그 보기||1
결산 리포트,reports-close-check,경영·성과,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=reports-close-check,/erp/reports,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|경영·성과||1
결산 리포트,reports-close-check,월,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=reports-close-check,/erp/reports,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|월||1
결산 리포트,reports-close-check,주,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=reports-close-check,/erp/reports,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|주||1
결산 리포트,reports-close-check,6개월,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=reports-close-check,/erp/reports,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|6개월||1
결산 리포트,reports-close-check,12개월,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=reports-close-check,/erp/reports,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|12개월||1
결산 리포트,reports-close-check,24개월,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=reports-close-check,/erp/reports,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|24개월||1
결산 리포트,reports-close-check,USD,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=reports-close-check,/erp/reports,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|USD||1
결산 리포트,reports-close-check,전체 담당자,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=reports-close-check,/erp/reports,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|전체 담당자||1
결산 리포트,reports-close-check,다시 조회,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=reports-close-check,/erp/reports,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|다시 조회||1
결산 리포트,reports-close-check,정산에서 일정 확인,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=reports-close-check,/erp/reports,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|정산에서 일정 확인||1
결산 리포트,reports-close-check,정산에서 보기,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=reports-close-check,/erp/reports,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|정산에서 보기||1
결산 리포트,reports-close-check,재개방,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=reports-close-check,/erp/reports,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|재개방||1
문서 만들기,document-flow-draft,항목 수정,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-draft,/erp/documents/create/CI-2026-0708,/erp/documents/create/CI-2026-0708,,,,BUTTON|항목 수정||1
문서 만들기,document-flow-draft,거래 변경,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-draft,/erp/documents/create/CI-2026-0708,/erp/documents/create/CI-2026-0708,,,,BUTTON|거래 변경||1
문서 만들기,document-flow-draft,"페이지 목록 열기, 현재 1 / 2 페이지",화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-draft,/erp/documents/create/CI-2026-0708,/erp/documents/create/CI-2026-0708,,,,"BUTTON|페이지 목록 열기, 현재 1 / 2 페이지||1"
문서 만들기,document-flow-draft,다음 페이지,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-draft,/erp/documents/create/CI-2026-0708,/erp/documents/create/CI-2026-0708,,,,BUTTON|다음 페이지||1
문서 만들기,document-flow-draft,모던,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-draft,/erp/documents/create/CI-2026-0708,/erp/documents/create/CI-2026-0708,,,,BUTTON|모던||1
문서 만들기,document-flow-draft,클래식,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-draft,/erp/documents/create/CI-2026-0708,/erp/documents/create/CI-2026-0708,,,,BUTTON|클래식||1
문서 만들기,document-flow-draft,강조색 #166dd7,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-draft,/erp/documents/create/CI-2026-0708,/erp/documents/create/CI-2026-0708,,,,BUTTON|강조색 #166dd7||1
문서 만들기,document-flow-draft,강조색 #0f766e,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-draft,/erp/documents/create/CI-2026-0708,/erp/documents/create/CI-2026-0708,,,,BUTTON|강조색 #0f766e||1
